tconst,titleType,primaryTitle,originalTitle,isAdult,startYear,endYear,runtimeMinutes,genres,averageRating,numVotes
tt1230048,tvMiniSeries,Sex: The Revolution,Sex: The Revolution,0,2008,,42,Documentary,8.4,273
tt1230052,tvSeries,Signing Time!,Signing Time!,0,2002,,27,"Family, Music",8.6,67
tt12300552,tvSeries,Lego Masters - Dutch,Lego Masters - Dutch,0,2020,,,Family,7.1,62
tt1230088,tvSeries,Very Small Business,Very Small Business,0,2008,,30,Comedy,7.4,323
tt1230095,tvSeries,The Works,The Works,0,2008,,,,7.9,27
tt1230096,tvMiniSeries,World War 2: The Complete History,World War 2: The Complete History,0,2000,,1682,"Documentary, History, War",8.3,254
tt1230180,tvSeries,The Angry Video Game Nerd,The Angry Video Game Nerd,0,2004,,,"Action, Comedy, Fantasy",8.5,16052
tt1230181,tvSeries,Codename: Asero,Codename: Asero,0,2008,,,"Action, Crime, Drama",7.6,22
tt1230219,tvSeries,You and Me,Somos tú y yo,0,2007,2009,60,"Music, Musical, Romance",4.6,119
tt1230420,tvSeries,Moon Phase,Tsukuyomi: Moon Phase,0,2004,2006,24,"Action, Animation, Comedy",6.7,293
tt1230421,tvSeries,The Awakening,Éternelle,0,2009,,52,"Mystery, Sci-Fi",5.2,161
tt12304420,tvMiniSeries,Clark,Clark,0,2022,2022,60,"Action, Comedy, Crime",7.3,14906
tt12305028,tvSeries,Peacock Presents: The At-Home Variety Show Featuring Seth MacFarlane,The At-Home Variety Show featuring Seth MacFarlane,0,2020,2020,,"Comedy, Short, Talk-Show",5.3,63
tt12305222,tvSeries,Puppet History,Puppet History,0,2020,,,"Comedy, Game-Show, History",9.3,524
tt12305568,tvSeries,Lapis Re:Lights,Lapis Re:Lights,0,2020,,24,"Animation, Fantasy, Music",6.6,66
tt12305588,tvMiniSeries,The Day I Became a God,Kamisama ni Natta hi,0,2020,2020,24,"Animation, Comedy, Drama",6.6,810
tt12306692,tvSeries,American Horror Stories,American Horror Stories,0,2021,,45,"Drama, Horror, Mystery",6.3,28075
tt12310832,tvSeries,Official Bhootiyagiri,Official Bhootiyagiri,0,2020,,23,Comedy,5.5,162
tt12311920,tvSeries,Gal & Dino,Gal to Kyouryuu,0,2020,2020,25,"Animation, Comedy",6.8,65
tt12311976,tvSeries,TONIKAWA: Over the Moon for You,Tonikaku Kawaii,0,2020,2023,23,"Animation, Comedy, Fantasy",7.7,5098
tt12312004,tvSeries,Monster Girl Doctor,Monster Musume no Oisha-san,0,2020,2020,24,"Animation, Comedy, Fantasy",6.2,756
tt12312018,tvSeries,Talentless Nana,Munou na Nana,0,2020,2020,23,"Action, Animation, Fantasy",6.9,1387
tt12312250,tvMiniSeries,Jeffrey Epstein: Filthy Rich,Jeffrey Epstein: Filthy Rich,0,2020,2020,60,"Crime, Documentary",7.1,30206
tt12312522,tvMiniSeries,All the Rivers Run II,All the Rivers Run II,0,1990,1990,191,"Adventure, Drama, Romance",6.2,23
tt12313040,tvSeries,Australian Lockdown Comedy Festival,Australian Lockdown Comedy Festival,0,2020,2020,30,Comedy,5.8,13
tt12313046,tvSeries,Alan Bennett's Talking Heads,Alan Bennett's Talking Heads,0,2020,2020,35,"Comedy, Drama",7.9,597
tt12313074,tvMiniSeries,Social Distance,Social Distance,0,2020,2020,,"Comedy, Drama",5.9,735
tt12313750,tvSeries,Weather Report,Weather Report,0,2005,2022,1,"Comedy, News",9.2,1156
tt12313914,tvSeries,Ju-on: Origins,Ju-on: Origins,0,2020,2020,30,"Drama, Horror, Mystery",6.1,5534
tt1231448,tvSeries,Do Not Disturb,Do Not Disturb,0,2008,2008,30,Comedy,3.5,328
tt1231460,tvSeries,Late Night with Jimmy Fallon,Late Night with Jimmy Fallon,0,2009,2014,60,"Comedy, Music, Talk-Show",6.7,14043
tt12315544,tvMiniSeries,Animals Decoded,Animals Decoded,0,2018,,,Documentary,7.7,12
tt1231602,tvSeries,Green Porno,Green Porno,0,2008,2009,,"Comedy, Documentary, Short",8.0,624
tt12317724,tvSeries,Zoids Wild,Zoids Wild,0,2018,2019,24,"Action, Adventure, Animation",8.2,68
tt1232190,tvSeries,Howie Do It,Howie Do It,0,2008,2009,,"Comedy, Reality-TV",3.2,438
tt1232211,tvSeries,The World's... and Me,The World's... and Me,0,2008,,65,Documentary,6.6,36
tt1232216,tvSeries,Against the Crowd,Against the Crowd,0,1975,1975,60,Drama,6.4,12
tt1232266,tvSeries,"Sit Down, Shut Up","Sit Down, Shut Up",0,2009,2009,30,"Animation, Comedy",5.9,1928
tt1232319,tvSeries,The Growing Pains of Adrian Mole,The Growing Pains of Adrian Mole,0,1987,1987,26,Comedy,7.6,192
tt1232320,tvSeries,Harper's Island,Harper's Island,0,2009,2009,40,"Drama, Horror, Mystery",7.4,27859
tt12323268,tvSeries,Toaru Majutsu no Index-tan,Toaru Majutsu no Index-tan,0,2009,,,Animation,6.3,34
tt12323668,tvSeries,Darb Al Zalaq,Darb Al Zalaq,0,1977,1977,30,Comedy,9.1,316
tt12324018,tvSeries,Om Haroon,Om Haroon,0,2020,2020,45,Drama,5.4,82
tt12324366,tvSeries,Percy Jackson and the Olympians,Percy Jackson and the Olympians,0,2023,,45,"Action, Adventure, Family",7.0,40455
tt12324660,tvSeries,Oh My Baby,Oh My Baby,0,2020,2020,60,"Drama, Romance",7.0,409
tt1232520,tvMiniSeries,Paul Merton in India,Paul Merton in India,0,2008,2008,,Documentary,7.6,98
tt12326046,tvSeries,LS Mork Parody Commentaries,LS Mork Parody Commentaries,0,2020,,,Comedy,9.2,9
tt12327108,tvSeries,Krass Klassenfahrt,Krass Klassenfahrt,0,2019,,15,Comedy,2.9,148
tt1232714,tvSeries,True Beauty,True Beauty,0,2009,2010,60,Reality-TV,4.9,409
tt12327578,tvSeries,Star Trek: Strange New Worlds,Star Trek: Strange New Worlds,0,2022,,52,"Action, Adventure, Sci-Fi",8.3,62834
tt12330446,tvMiniSeries,Theodore Roosevelt,Theodore Roosevelt,0,2022,2022,106,"Biography, Documentary, History",8.1,642
tt12330936,tvSeries,Dark Side of the Ring: After Dark,Dark Side of the Ring: After Dark,0,2020,,22,Talk-Show,6.6,46
tt1233119,tvSeries,Shigurui: Death Frenzy,Shigurui,0,2007,2007,24,"Action, Animation, Drama",7.7,2829
tt12331304,tvSeries,Our Last Crusade or The Rise of a New World,"Kimi to Boku no Saigo no Senjou, Arui wa Sekai ga Hajimaru Seisen",0,2020,,23,"Action, Animation, Fantasy",6.4,1195
tt12331342,tvSeries,Akudama Drive,Akudama Drive,0,2020,2020,23,"Action, Animation, Crime",7.3,3061
tt12331490,tvSeries,9 Years to Neptune,9 Years to Neptune,0,2021,2021,25,"Comedy, Family",8.2,44
tt12331574,tvSeries,Secrets of the Solar System,Secrets of the Solar System,0,2020,,50,Documentary,8.4,112
tt12332876,tvMiniSeries,Unknown Madagascar,Unbekanntes Madagaskar,0,2020,2020,90,Documentary,7.3,11
tt12333466,tvSeries,Care Bears,Care Bears,0,1985,1985,22,"Adventure, Animation, Family",7.0,171
tt1233427,tvSeries,I Survived a Japanese Game Show,I Survived a Japanese Game Show,0,2008,2009,60,"Adventure, Game-Show, Reality-TV",6.4,588
tt1233450,tvSeries,Nadie es eterno en el mundo,Nadie es eterno en el mundo,0,2007,,,Drama,8.1,38
tt1233451,tvSeries,"Nuevo rico, nuevo pobre","Nuevo rico, nuevo pobre",0,2007,,,Comedy,7.1,295
tt1233509,tvSeries,Feitiço de Amor,Feitiço de Amor,0,2008,2009,50,"Comedy, Drama, Romance",5.9,75
tt1233514,tvMiniSeries,When We Left Earth: The NASA Missions,When We Left Earth: The NASA Missions,0,2008,2008,48,"Documentary, History",8.8,2068
tt1233538,tvSeries,Strain: Strategic Armored Infantry,Sôkô no sutorein,0,2006,2007,,"Action, Animation, Drama",6.2,122
